COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
0,112276,205,24,782075,748,10,4,0,4,4,1
1,99887,46,0,311781,282,5,9,25,2,3,0
1,99887,46,0,303778,282,5,9,25,2,3,0
1,88826,0,0,206983,273,0,14,100,1,0,0
1,88826,0,0,201670,273,0,14,100,1,0,0
0,70376,0,18,278560,382,1,6,25,1,0,1
0,70376,0,18,271411,382,1,6,25,1,0,1
0,29150,173,0,917924,155,22,8,0,2,3,1
0,29150,173,0,894365,155,22,8,0,2,3,1
1,53280,156,21,356739,251,3,4,0,4,0,0
1,53280,156,21,347582,251,3,4,0,4,0,0
0,139634,197,0,294588,805,0,14,100,1,1,0
0,139634,197,0,287027,805,0,14,100,1,1,0
0,24709,206,46,429403,174,21,1,25,4,0,0
0,24709,206,46,418382,174,21,1,25,4,0,0
0,31895,0,0,729280,170,0,12,25,1,0,1
0,31895,0,0,710563,170,0,12,25,1,0,1
1,70404,49,0,632349,387,3,13,100,1,2,1
1,70404,49,0,616118,387,3,13,100,1,2,1
1,39537,0,85,279071,155,0,2,0,0,0,0
1,39537,0,85,271908,155,0,2,0,0,0,0
0,65038,0,71,1005421,288,1,1,100,0,0,0
0,65038,0,71,979616,288,1,1,100,0,0,0
1,99957,0,36,512856,319,1,2,100,0,3,0
1,99957,0,36,499693,319,1,2,100,0,3,0
1,63050,0,49,761346,250,0,1,0,1,3,1
1,63050,0,49,741805,250,0,1,0,1,3,1
0,46836,215,18,539129,233,13,14,0,0,3,0
0,46836,215,18,525292,233,13,14,0,0,3,0
1,53922,61,68,892449,374,3,1,50,1,2,1
1,53922,61,68,869544,374,3,1,50,1,2,1
1,97945,0,69,450605,347,0,2,0,3,4,0
1,97945,0,69,439040,347,0,2,0,3,4,0
1,53138,246,8,638767,760,27,4,100,1,1,1
1,53138,246,8,622372,760,27,4,100,1,1,1
1,48066,73,12,836223,172,13,4,0,1,0,1
1,48066,73,12,814760,172,13,4,0,1,0,1
0,37817,199,0,239463,191,20,5,0,0,4,1
0,37817,199,0,233316,191,20,5,0,0,4,1
1,30398,214,20,500926,213,16,6,0,1,1,1
1,30398,214,20,488069,213,16,6,0,1,1,1
0,38763,88,0,194870,177,3,15,50,4,4,1
0,38763,88,0,189869,177,3,15,50,4,4,1
0,55025,0,75,409141,299,1,2,75,1,3,1
0,55025,0,75,398640,299,1,2,75,1,3,1
0,43491,158,0,943114,873,17,9,75,4,0,1
0,43491,158,0,918907,873,17,9,75,4,0,1
1,133042,197,82,359898,509,25,12,0,4,1,1
1,133042,197,82,350661,509,25,12,0,4,1,1
1,49510,212,0,260793,192,10,15,100,4,0,0
1,49510,212,0,254100,192,10,15,100,4,0,0
0,34836,43,14,597085,145,3,6,0,1,0,1
0,34836,43,14,581760,145,3,6,0,1,0,1
1,102865,194,19,346535,865,20,4,25,1,0,0
1,102865,194,19,337640,865,20,4,25,1,0,0
0,33131,0,21,301939,228,1,10,100,4,3,1
0,33131,0,21,294190,228,1,10,100,4,3,1
1,80411,0,22,772681,365,22,6,0,4,1,1
1,80411,0,22,752850,365,22,6,0,4,1,1
1,98221,0,0,251814,276,0,15,25,0,3,1
1,98221,0,0,245351,276,0,15,25,0,3,1
0,52089,46,0,255342,364,4,12,100,3,4,1
0,52089,46,0,248789,364,4,12,100,3,4,1
0,94841,55,0,452734,242,3,14,100,1,0,1
0,94841,55,0,441113,242,3,14,100,1,0,1
1,120620,45,16,481627,450,4,12,0,4,2,0
1,120620,45,16,469266,450,4,12,0,4,2,0
1,79880,0,13,1004571,307,0,4,100,1,0,1
1,79880,0,13,978788,307,0,4,100,1,0,1
1,67347,74,9,341960,344,5,6,50,4,3,0
1,67347,74,9,333183,344,5,6,50,4,3,0
1,109230,51,67,223048,666,1,1,50,2,1,0
1,109230,51,67,217323,666,1,1,50,2,1,0
0,149494,71,0,702246,669,4,15,100,3,1,0
0,149494,71,0,684221,669,4,15,100,3,1,0
0,84708,0,5,445811,390,0,4,0,0,0,1
0,84708,0,5,434368,390,0,4,0,0,0,1
1,53643,35,78,787441,302,5,1,25,0,1,1
1,53643,35,78,767230,302,5,1,25,0,1,1
0,156217,219,81,502816,418,14,2,0,1,3,0
0,156217,219,81,489911,418,14,2,0,1,3,0
1,55734,0,39,415946,276,1,1,50,1,3,0
1,55734,0,39,405271,276,1,1,50,1,3,0
0,135379,56,17,159072,609,3,4,25,2,1,0
0,135379,56,17,154989,609,3,4,25,2,1,0
1,86851,40,14,400895,368,3,4,25,1,3,0
1,86851,40,14,390606,368,3,4,25,1,3,0
1,62645,0,46,226555,312,1,2,0,1,3,0
1,62645,0,46,220740,312,1,2,0,1,3,0
1,46847,0,26,700601,207,0,5,0,0,4,0
1,46847,0,26,682620,207,0,5,0,0,4,0
0,71176,221,0,840851,676,26,15,0,1,1,1
0,71176,221,0,819270,676,26,15,0,1,1,1
1,58588,0,0,445639,308,0,11,75,1,0,0
1,58588,0,0,434202,308,0,11,75,1,0,0
1,107693,66,52,796507,815,24,1,0,4,0,1
1,107693,66,52,776064,815,24,1,0,4,0,1
1,55768,202,19,286593,312,21,6,100,1,4,0
1,55768,202,19,279238,312,21,6,100,1,4,0
1,116865,0,10,272883,899,0,5,25,4,3,1
1,116865,0,10,265880,899,0,5,25,4,3,1
0,29067,0,21,383294,163,0,5,0,0,0,1
0,29067,0,21,373457,163,0,5,0,0,0,1
0,152321,189,55,317270,847,23,2,0,1,0,0
0,152321,189,55,309127,847,23,2,0,1,0,0
0,113662,168,10,886964,829,18,6,25,4,3,0
0,113662,168,10,864199,829,18,6,25,4,3,0
1,83641,45,0,814252,258,5,15,100,2,0,1
1,83641,45,0,793353,258,5,15,100,2,0,1
0,106804,235,16,310022,515,23,5,25,0,0,0
0,106804,235,16,302065,515,23,5,25,0,0,0
1,94114,0,15,360033,253,0,5,100,2,0,1
1,94114,0,15,350792,253,0,5,100,2,0,1
0,89487,47,11,968767,292,3,6,75,1,4,1
0,89487,47,11,943902,292,3,6,75,1,4,1
0,46623,53,72,247411,196,4,1,0,1,3,1
0,46623,53,72,241060,196,4,1,0,1,3,1
0,114923,201,0,450443,773,19,14,0,0,3,0
0,114923,201,0,438882,773,19,14,0,0,3,0
0,94410,0,15,478678,358,0,4,25,1,0,1
0,94410,0,15,466393,358,0,4,25,1,0,1
1,80829,58,0,648716,389,3,14,100,1,0,1
1,80829,58,0,632065,389,3,14,100,1,0,1
1,137813,246,23,202619,709,16,4,25,0,1,0
1,137813,246,23,197418,709,16,4,25,0,1,0
1,75751,0,0,361615,387,1,9,25,4,3,1
1,75751,0,0,352334,387,1,9,25,4,3,1
1,76504,0,21,745935,362,0,5,100,1,4,1
1,76504,0,21,726790,362,0,5,100,1,4,1
1,86986,51,34,806380,299,3,1,75,4,0,1
1,86986,51,34,785683,299,3,1,75,4,0,1
1,113360,0,21,514062,487,0,6,25,3,0,1
1,113360,0,21,500867,487,0,6,25,3,0,1
0,118446,45,58,294540,676,5,2,100,0,0,0
0,118446,45,58,286981,676,5,2,100,0,0,0
1,100309,0,0,525621,522,1,5,0,1,3,0
1,100309,0,0,512130,522,1,5,0,1,3,0
1,24815,0,0,1008231,181,1,12,100,1,0,1
1,24815,0,0,982354,181,1,12,100,1,0,1
1,108544,28,70,183619,708,5,1,0,0,1,0
1,108544,28,70,178906,708,5,1,0,0,1,0
0,97260,0,0,704416,335,14,13,100,1,0,1
0,97260,0,0,686337,335,14,13,100,1,0,1
0,43038,70,0,536144,244,5,1,100,3,1,1
0,43038,70,0,522383,244,5,1,100,3,1,1
0,33231,93,70,491353,164,1,2,25,4,3,0
0,33231,93,70,478742,164,1,2,25,4,3,0
0,28899,0,0,588340,154,0,10,25,1,1,0
0,28899,0,0,573239,154,0,10,25,1,1,0
0,140400,0,0,982178,605,0,14,25,2,0,0
0,140400,0,0,956969,605,0,14,25,2,0,0
0,54953,36,28,867158,327,5,13,25,1,0,0
0,54953,36,28,844901,327,5,13,25,1,0,0
1,40750,200,71,287328,209,16,1,25,1,1,0
1,40750,200,71,279953,209,16,1,25,1,1,0
1,35758,189,13,176794,309,11,6,100,0,0,0
1,35758,189,13,172257,309,11,6,100,0,0,0
0,71383,196,0,300194,308,10,15,0,4,4,0
0,71383,196,0,292489,308,10,15,0,4,4,0
0,125312,62,0,226530,639,4,12,0,4,0,1
0,125312,62,0,220715,639,4,12,0,4,0,1
1,81482,0,0,271947,397,1,13,0,1,4,0
1,81482,0,0,264968,397,1,13,0,1,4,0
0,21401,230,8,270928,182,10,5,0,4,3,0
0,21401,230,8,263975,182,10,5,0,4,3,0
0,35523,219,0,229080,185,24,13,25,4,0,0
0,35523,219,0,223201,185,24,13,25,4,0,0
0,25155,0,0,262661,231,1,12,25,0,0,0
0,25155,0,0,255920,231,1,12,25,0,0,0
1,54535,0,11,491873,344,1,5,100,1,1,1
1,54535,0,11,479248,344,1,5,100,1,1,1
0,86530,0,0,481650,290,1,9,0,1,2,1
0,86530,0,0,469287,290,1,9,0,1,2,1
1,110488,47,12,816979,805,4,5,25,4,0,0
1,110488,47,12,796010,805,4,5,25,4,0,0
1,100069,63,0,229601,147,3,11,0,0,4,1
1,100069,63,0,223708,147,3,11,0,0,4,1
1,70534,53,8,176682,322,4,2,50,2,0,0
1,70534,53,8,172147,322,4,2,50,2,0,0
0,42995,83,20,171558,222,5,5,25,2,3,1
0,42995,83,20,167155,222,5,5,25,2,3,1
0,27706,0,86,572859,132,1,1,0,1,3,0
0,27706,0,86,558156,132,1,1,0,1,3,0
0,31528,63,25,251540,180,5,2,0,1,1,0
0,31528,63,25,245083,180,5,2,0,1,1,0
1,32264,39,22,578914,220,3,11,100,0,3,1
1,32264,39,22,564055,220,3,11,100,0,3,1
1,49301,0,0,844064,174,24,14,0,0,0,1
1,49301,0,0,822399,174,24,14,0,0,0,1
0,20822,57,0,677892,145,4,8,25,4,1,0
0,20822,57,0,660493,145,4,8,25,4,1,0
0,48620,52,23,833820,170,5,2,100,4,4,1
0,48620,52,23,812419,170,5,2,100,4,4,1
0,66751,74,11,416789,161,3,4,0,0,4,1
0,66751,74,11,406092,161,3,4,0,0,4,1
1,43716,241,7,937449,185,10,6,0,4,0,1
1,43716,241,7,913388,185,10,6,0,4,0,1
1,112774,193,0,697729,506,28,13,0,1,0,0
1,112774,193,0,679820,506,28,13,0,1,0,0
1,36799,222,9,685814,184,22,6,0,1,1,1
1,36799,222,9,668211,184,22,6,0,1,1,1
1,24517,0,19,592499,223,0,6,75,1,0,1
1,24517,0,19,577292,223,0,6,75,1,0,1
0,95017,245,21,783710,354,24,1,100,3,0,1
0,95017,245,21,763595,354,24,1,100,3,0,1
0,21526,201,0,277508,184,17,14,0,4,0,0
0,21526,201,0,270385,184,17,14,0,4,0,0
0,87971,0,8,383699,394,0,6,0,1,0,1
0,87971,0,8,373850,394,0,6,0,1,0,1
0,36288,215,73,858087,234,23,2,0,4,1,1
0,36288,215,73,836064,234,23,2,0,4,1,1
1,75666,201,51,176570,252,28,2,100,4,4,0
1,75666,201,51,172039,252,28,2,100,4,4,0
1,120627,204,0,162281,677,20,5,0,4,0,1
1,120627,204,0,158116,677,20,5,0,4,0,1
0,156258,167,70,214001,589,28,2,100,1,3,1
0,156258,167,70,208508,589,28,2,100,1,3,1
0,42357,204,0,433011,193,13,15,100,2,0,0
0,42357,204,0,421898,193,13,15,100,2,0,0
1,84039,216,7,252679,387,1,14,50,0,3,0
1,84039,216,7,246194,387,1,14,50,0,3,0
0,20392,0,0,597371,167,26,10,100,0,3,0
0,20392,0,0,582038,167,26,10,100,0,3,0
0,65586,0,42,303516,397,0,2,50,4,2,1
0,65586,0,42,295725,397,0,2,50,4,2,1
0,36403,157,10,220108,189,17,4,0,1,0,0
0,36403,157,10,214459,189,17,4,0,1,0,0
1,155145,29,18,726777,671,4,4,25,3,0,1
1,155145,29,18,708124,671,4,4,25,3,0,1
1,86951,217,80,594338,319,15,1,25,1,1,1
1,86951,217,80,579083,319,15,1,25,1,1,1
0,151932,0,41,382552,610,3,2,0,1,1,0
0,151932,0,41,372733,610,3,2,0,1,1,0
1,57022,75,15,266280,374,4,5,25,1,3,0
1,57022,75,15,259445,374,4,5,25,1,3,0
1,141316,203,0,164795,531,22,1,100,4,2,0
1,141316,203,0,160566,531,22,1,100,4,2,0
0,34808,117,58,459213,228,29,2,25,2,3,0
0,34808,117,58,447426,228,29,2,25,2,3,0
1,94974,61,21,816533,242,4,5,0,4,0,0
1,94974,61,21,795576,242,4,5,0,4,0,0
1,95752,200,0,282415,329,22,14,100,0,3,0
1,95752,200,0,275166,329,22,14,100,0,3,0
1,39712,64,0,488096,730,4,12,25,4,0,0
1,39712,64,0,475569,730,4,12,25,4,0,0
0,111521,184,0,393811,749,17,6,75,4,0,1
0,111521,184,0,383704,749,17,6,75,4,0,1
1,80178,78,57,189316,355,3,2,100,0,3,0
1,80178,78,57,184457,355,3,2,100,0,3,0
1,57679,47,89,382484,287,3,8,0,1,1,1
1,57679,47,89,372667,287,3,8,0,1,1,1
1,21906,209,49,446849,211,28,1,25,0,1,0
1,21906,209,49,435380,211,28,1,25,0,1,0
0,31259,0,5,748136,205,1,4,0,3,4,1
0,31259,0,5,728935,205,1,4,0,3,4,1
1,139831,57,0,561367,506,4,13,75,4,2,1
1,139831,57,0,546958,506,4,13,75,4,2,1
1,74503,199,10,454440,345,3,4,0,0,0,1
1,74503,199,10,442777,345,3,4,0,0,0,1
0,128759,65,8,997730,158,3,5,0,3,0,1
0,128759,65,8,972121,158,3,5,0,3,0,1
0,154182,0,82,856984,705,1,1,50,0,1,1
0,154182,0,82,834989,705,1,1,50,0,1,1
0,80513,0,0,828944,889,1,13,0,1,1,0
0,80513,0,0,807669,889,1,13,0,1,1,0
1,80400,0,0,911419,344,0,10,25,0,1,0
1,80400,0,0,888026,344,0,10,25,0,1,0
0,60717,200,48,160283,258,20,2,75,1,0,0
0,60717,200,48,156170,258,20,2,75,1,0,0
0,39091,214,22,176167,202,22,6,100,1,0,0
0,39091,214,22,171646,202,22,6,100,1,0,0
1,91318,96,43,514994,822,25,6,25,4,0,0
1,91318,96,43,501775,822,25,6,25,4,0,0
0,153148,46,0,570256,217,4,11,25,1,1,1
0,153148,46,0,555619,217,4,11,25,1,1,1
0,62553,162,16,647626,272,20,5,0,3,0,1
0,62553,162,16,631003,272,20,5,0,3,0,1
1,84372,0,0,839454,395,0,10,25,1,1,1
1,84372,0,0,817909,395,0,10,25,1,1,1
0,59045,171,0,397311,327,17,12,75,3,0,0
0,59045,171,0,387114,327,17,12,75,3,0,0
1,23247,243,15,652651,180,10,4,0,4,3,1
1,23247,243,15,635900,180,10,4,0,4,3,1
1,21175,63,0,289678,237,5,15,0,1,4,1
1,21175,63,0,282243,237,5,15,0,1,4,1
0,133592,273,22,954939,372,11,4,0,1,3,0
0,133592,273,22,930430,372,11,4,0,1,3,0
1,76086,232,11,705890,448,23,4,0,0,1,0
1,76086,232,11,687773,448,23,4,0,0,1,0
1,28547,57,87,459544,396,4,1,25,0,4,0
1,28547,57,87,447749,396,4,1,25,0,4,0
0,112576,34,11,978285,734,4,4,25,0,4,1
0,112576,34,11,953176,734,4,4,25,0,4,1
0,84307,0,11,233355,362,1,4,25,4,2,1
0,84307,0,11,227366,362,1,4,25,4,2,1
1,90852,191,0,559885,337,25,15,50,4,0,0
1,90852,191,0,545514,337,25,15,50,4,0,0
1,136681,0,7,256191,435,10,6,100,1,1,0
1,136681,0,7,249616,435,10,6,100,1,1,0
1,97227,44,0,627278,168,5,8,0,4,0,1
1,97227,44,0,611179,168,5,8,0,4,0,1
0,27685,191,22,702584,848,19,4,100,1,0,1
0,27685,191,22,684551,848,19,4,100,1,0,1
1,155146,192,65,358350,304,12,2,75,1,0,0
1,155146,192,65,349153,304,12,2,75,1,0,0
0,28124,0,12,269579,245,1,5,25,0,0,1
0,28124,0,12,262660,245,1,5,25,0,0,1
1,151163,210,60,369048,898,17,2,75,0,0,1
1,151163,210,60,359575,898,17,2,75,0,0,1
0,141861,220,12,429476,480,17,5,25,1,0,1
0,141861,220,12,418453,480,17,5,25,1,0,1
0,124408,0,0,305185,847,0,13,50,4,0,1
0,124408,0,0,297352,847,0,13,50,4,0,1
0,102818,42,0,184682,565,5,8,0,0,0,0
0,102818,42,0,179941,565,5,8,0,0,0,0
0,22528,0,0,791662,193,0,12,0,4,0,1
0,22528,0,0,771343,193,0,12,0,4,0,1
1,113167,66,0,872211,552,4,10,25,2,1,1
1,113167,66,0,849824,552,4,10,25,2,1,1
0,65176,240,0,203614,356,4,14,25,1,1,1
0,65176,240,0,198387,356,4,14,25,1,1,1
0,64848,176,8,252929,271,19,4,100,2,3,0
0,64848,176,8,246438,271,19,4,100,2,3,0
0,155705,0,0,947687,864,0,13,0,0,1,0
0,155705,0,0,923364,864,0,13,0,0,1,0
0,53812,0,0,557596,350,1,9,75,1,2,1
0,53812,0,0,543285,350,1,9,75,1,2,1
0,154964,0,28,428545,747,1,2,50,1,3,0
0,154964,0,28,417546,747,1,2,50,1,3,0
1,106465,49,77,578470,706,5,1,100,4,0,0
1,106465,49,77,563623,706,5,1,100,4,0,0
0,84304,0,6,567771,260,1,6,100,4,0,1
0,84304,0,6,553198,260,1,6,100,4,0,1
1,106373,219,32,851307,667,22,1,0,1,0,0
1,106373,219,32,829458,667,22,1,0,1,0,0
0,47377,88,17,261739,218,4,6,100,1,0,0
0,47377,88,17,255022,218,4,6,100,1,0,0
1,152072,177,65,673390,659,18,2,100,1,1,0
1,152072,177,65,656107,659,18,2,100,1,1,0
0,24438,34,12,511826,167,4,15,50,1,3,1
0,24438,34,12,498689,167,4,15,50,1,3,1
1,79129,61,72,504468,276,3,14,50,0,4,0
1,79129,61,72,491521,276,3,14,50,0,4,0
1,56295,0,0,808113,344,0,8,0,1,3,0
1,56295,0,0,787372,344,0,8,0,1,3,0
0,90166,0,0,917029,722,1,12,75,4,3,1
0,90166,0,0,893492,722,1,12,75,4,3,1
1,24919,218,8,176090,237,24,4,0,1,0,0
1,24919,218,8,171571,237,24,4,0,1,0,0
0,133000,0,76,666780,613,0,2,0,4,1,0
0,133000,0,76,649667,613,0,2,0,4,1,0
1,28371,171,60,258612,169,16,1,100,1,4,0
1,28371,171,60,251975,169,16,1,100,1,4,0
0,64956,0,49,172052,286,0,2,0,4,0,0
0,64956,0,49,167637,286,0,2,0,4,0,0
1,46394,47,0,253881,179,4,14,25,1,4,1
1,46394,47,0,247364,179,4,14,25,1,4,1
0,82995,216,70,744903,307,22,1,75,1,3,1
0,82995,216,70,725784,307,22,1,75,1,3,1
0,97420,209,12,746526,385,20,4,0,4,2,1
0,97420,209,12,727365,385,20,4,0,4,2,1
0,66306,52,0,234588,271,3,10,25,1,3,0
0,66306,52,0,228567,271,3,10,25,1,3,0
0,118657,0,79,237571,430,1,1,100,4,0,1
0,118657,0,79,231474,430,1,1,100,4,0,1
0,90317,54,10,525797,359,4,1,0,0,3,1
0,90317,54,10,512302,359,4,1,0,0,3,1
1,118327,220,0,174549,800,12,15,0,4,1,0
1,118327,220,0,170068,800,12,15,0,4,1,0
1,134749,37,0,526014,618,4,10,0,1,0,1
1,134749,37,0,512513,618,4,10,0,1,0,1
0,139179,0,9,864606,644,1,6,0,4,4,1
0,139179,0,9,842415,644,1,6,0,4,4,1
1,47721,0,0,743387,246,1,9,0,4,0,0
1,47721,0,0,724306,246,1,9,0,4,0,0
1,90861,57,5,675926,289,5,5,25,0,1,1
1,90861,57,5,658577,289,5,5,25,0,1,1
1,24034,158,0,650408,169,26,12,25,3,0,0
1,24034,158,0,633715,169,26,12,25,3,0,0
0,33385,154,8,891248,195,24,5,25,3,3,1
0,33385,154,8,868373,195,24,5,25,3,3,1
1,84903,0,34,920688,356,3,1,0,4,4,1
1,84903,0,34,897057,356,3,1,0,4,4,1
1,96203,0,0,538476,354,0,15,0,0,0,0
1,96203,0,0,524655,354,0,15,0,0,0,0
1,152876,0,0,220928,425,0,13,25,3,3,1
1,152876,0,0,215257,425,0,13,25,3,3,1
0,22281,61,28,305011,134,3,6,0,0,0,0
0,22281,61,28,297182,134,3,6,0,0,0,0
1,107134,39,0,378916,446,3,12,50,2,2,1
1,107134,39,0,369191,446,3,12,50,2,2,1
1,97899,0,17,236747,334,0,6,50,4,0,1
1,97899,0,17,230670,334,0,6,50,4,0,1
0,47802,56,0,177606,195,4,10,25,4,0,1
0,47802,56,0,173047,195,4,10,25,4,0,1
1,108640,0,19,427981,360,1,4,50,1,0,1
1,108640,0,19,416996,360,1,4,50,1,0,1
1,121746,0,62,483747,839,1,2,25,1,3,1
1,121746,0,62,471330,839,1,2,25,1,3,1
0,33234,156,28,891554,160,25,2,100,0,0,0
0,33234,156,28,868671,160,25,2,100,0,0,0
0,111474,0,67,724930,171,22,2,100,4,0,0
0,111474,0,67,706323,171,22,2,100,4,0,0
1,39476,0,46,987979,132,0,2,100,1,1,1
1,39476,0,46,962622,132,0,2,100,1,1,1
0,32249,182,0,938487,197,10,11,0,2,2,1
0,32249,182,0,914400,197,10,11,0,2,2,1
1,134101,0,21,263582,727,0,5,0,0,0,1
1,134101,0,21,256817,727,0,5,0,0,0,1
0,82687,196,68,662493,460,25,1,25,0,4,1
0,82687,196,68,645490,460,25,1,25,0,4,1
1,59830,44,38,199340,301,3,1,0,4,0,0
1,59830,44,38,194223,301,3,1,0,4,0,0
1,156496,196,13,156890,278,27,5,0,0,0,0
1,156496,196,13,152863,278,27,5,0,0,0,0
1,132579,0,22,437172,647,1,4,50,1,0,1
1,132579,0,22,425951,647,1,4,50,1,0,1
0,140897,58,12,284557,214,3,5,0,1,0,1
0,140897,58,12,277254,214,3,5,0,1,0,1
0,138166,0,0,603539,723,5,13,0,1,1,0
0,138166,0,0,588048,723,5,13,0,1,1,0
1,68223,137,0,166364,294,15,10,75,4,3,0
1,68223,137,0,162095,294,15,10,75,4,3,0
0,70383,0,69,310933,242,1,5,0,1,4,0
0,70383,0,69,302952,242,1,5,0,1,4,0
1,25328,0,21,164697,132,0,4,25,4,3,1
1,25328,0,21,160470,132,0,4,25,4,3,1
1,38301,203,89,282933,454,18,1,50,3,1,1
1,38301,203,89,275672,454,18,1,50,3,1,1
0,138313,101,0,930082,403,4,11,50,4,1,1
0,138313,101,0,906211,403,4,11,50,4,1,1
0,27421,0,0,257276,167,1,10,0,0,1,1
0,27421,0,0,250673,167,1,10,0,0,1,1
1,128183,47,0,231550,460,5,10,0,1,1,0
1,128183,47,0,225607,460,5,10,0,1,1,0
1,39122,70,0,256247,248,3,13,50,1,3,0
1,39122,70,0,249670,248,3,13,50,1,3,0
0,83874,63,37,440242,317,4,2,100,1,3,0
0,83874,63,37,428943,317,4,2,100,1,3,0
1,40431,0,29,247998,195,1,2,100,0,1,0
1,40431,0,29,241633,195,1,2,100,0,1,0
1,26061,42,29,156630,234,4,1,100,1,0,1
1,26061,42,29,152609,234,4,1,100,1,0,1
0,63223,211,42,242732,281,22,1,0,1,0,0
0,63223,211,42,236501,281,22,1,0,1,0,0
0,74976,79,0,448690,273,3,13,25,4,0,1
0,74976,79,0,437173,273,3,13,25,4,0,1
0,54688,0,14,386507,264,1,6,25,0,0,1
0,54688,0,14,376586,264,1,6,25,0,0,1
1,65572,0,0,239070,289,18,9,25,4,0,0
1,65572,0,0,232933,289,18,9,25,4,0,0
0,34741,72,16,520593,139,3,5,0,4,0,1
0,34741,72,16,507232,139,3,5,0,4,0,1
1,123826,37,21,209176,860,5,6,0,1,0,0
1,123826,37,21,203807,860,5,6,0,1,0,0
1,34259,0,34,582492,168,1,1,100,1,0,0
1,34259,0,34,567541,168,1,1,100,1,0,0
1,54293,0,19,295368,265,0,5,0,0,0,1
1,54293,0,19,287787,265,0,5,0,0,0,1
1,24013,62,12,169016,197,4,4,25,4,0,0
1,24013,62,12,164677,197,4,4,25,4,0,0
0,21583,81,6,400463,187,5,4,25,3,3,1
0,21583,81,6,390184,187,5,4,25,3,3,1
1,48765,148,23,258585,468,11,6,0,0,1,0
1,48765,148,23,251948,468,11,6,0,0,1,0
0,29754,213,0,231188,186,24,10,0,0,0,0
0,29754,213,0,225255,186,24,10,0,0,0,0
1,44563,79,7,605048,205,4,6,100,4,0,0
1,44563,79,7,589519,205,4,6,100,4,0,0
0,40979,201,0,244969,210,19,9,0,0,0,0
0,40979,201,0,238682,210,19,9,0,0,0,0
1,127547,0,0,726829,599,4,12,25,2,0,0
1,127547,0,0,708174,599,4,12,25,2,0,0
1,139752,0,13,789889,610,0,14,100,0,3,1
1,139752,0,13,769616,610,0,14,100,0,3,1
0,122967,0,24,278823,483,1,5,0,4,1,1
0,122967,0,24,271666,483,1,5,0,4,1,1
1,107154,0,18,715337,639,4,5,100,4,3,1
1,107154,0,18,696976,639,4,5,100,4,3,1
1,109743,84,11,302164,252,4,5,0,2,3,1
1,109743,84,11,294409,252,4,5,0,2,3,1
1,82004,0,71,845248,400,1,2,50,1,2,1
1,82004,0,71,823553,400,1,2,50,1,2,1
1,146983,0,45,478309,877,1,2,25,1,1,0
1,146983,0,45,466032,877,1,2,25,1,1,0
1,84331,87,53,297920,252,4,2,100,0,1,1
1,84331,87,53,290273,252,4,2,100,0,1,1
0,127580,225,0,485933,573,23,11,25,0,3,0
0,127580,225,0,473460,573,23,11,25,0,3,0
0,20045,167,0,828211,867,12,15,50,1,0,1
0,20045,167,0,806954,867,12,15,50,1,0,1
0,91081,0,5,456803,158,0,4,25,4,3,1
0,91081,0,5,445078,158,0,4,25,4,3,1
1,157997,147,73,511537,661,12,1,100,1,1,0
1,157997,147,73,498408,661,12,1,100,1,1,0
0,71588,0,17,158632,268,0,4,25,3,1,1
0,71588,0,17,154561,268,0,4,25,3,1,1
1,31715,0,8,395435,609,15,6,100,4,1,1
1,31715,0,8,385286,609,15,6,100,4,1,1
1,137555,56,37,986343,346,5,2,0,1,0,1
1,137555,56,37,961028,346,5,2,0,1,0,1
1,43443,73,47,785323,156,3,1,0,0,3,1
1,43443,73,47,765166,156,3,1,0,0,3,1
1,109975,72,0,256647,546,4,11,0,0,0,1
1,109975,72,0,250060,546,4,11,0,0,0,1
0,52444,0,0,161949,252,0,9,100,1,1,0
0,52444,0,0,157792,252,0,9,100,1,1,0
1,76829,79,0,584882,270,5,13,0,4,1,1
1,76829,79,0,569871,270,5,13,0,4,1,1
0,29931,139,14,638176,157,24,11,50,4,3,1
0,29931,139,14,621797,157,24,11,50,4,3,1
0,143917,0,71,370032,894,0,1,0,1,0,0
0,143917,0,71,360535,894,0,1,0,1,0,0
0,139071,49,0,544322,359,4,9,100,4,1,0
0,139071,49,0,530351,359,4,9,100,4,1,0
0,122922,0,19,246806,527,1,4,0,1,1,1
0,122922,0,19,240471,527,1,4,0,1,1,1
0,130002,72,0,389097,882,5,15,75,1,0,0
0,130002,72,0,379110,882,5,15,75,1,0,0
1,150984,55,55,168380,631,4,2,50,0,1,0
1,150984,55,55,164059,631,4,2,50,0,1,0
0,77722,211,0,594204,298,26,13,25,4,3,0
0,77722,211,0,578953,298,26,13,25,4,3,0
1,56447,213,0,697311,352,16,12,25,3,2,1
1,56447,213,0,679414,352,16,12,25,3,2,1
0,43364,186,8,582063,168,16,6,0,0,0,0
0,43364,186,8,567124,168,16,6,0,0,0,0
0,116499,172,80,590902,673,22,2,100,3,0,0
0,116499,172,80,575735,673,22,2,100,3,0,0
1,43937,170,6,233449,222,17,6,50,0,3,0
1,43937,170,6,227458,222,17,6,50,0,3,0
0,53898,77,88,457765,282,4,2,0,4,0,1
